event_id,disaster_type,location,latitude,longitude,date,severity_level,affected_population,estimated_economic_loss_usd,response_time_hours,aid_provided,infrastructure_damage_index,is_major_disaster
1119,Wildfire,Chile,-35.91847737137454,-69.67471711553262,2024-12-26,10,51838.64454819148,6957599.80732506,12.744979400336836,Yes,0.9447770452045807,True
14498,Wildfire,Chile,-31.9760344277815,-74.43679008420081,2024-01-11,9,54228.05799557178,11706413.044324832,64.04253578949361,Yes,0.88,True
8423,Wildfire,Chile,-33.61294904260552,-70.88212794505665,2025-03-04,7,35117.184525273864,8179180.46255082,75.72456859790009,Yes,0.38,True
15155,Wildfire,Chile,-37.115426468131055,-74.22256339596292,2023-07-06,9,48401.1644999171,13894421.629196392,46.234005560595804,Yes,2.0163924978200174,True
2405,Wildfire,Chile,-34.712806781796765,-70.65031317506248,2023-05-07,10,44960.76800047778,4520670.737455066,4.009838832953281,Yes,0.63,True
10800,Wildfire,Chile,-36.05507757394559,-69.92918856389286,2024-10-19,8,39333.04829748437,3275680.744389346,52.714611321495134,Yes,6.020655229821624,True
10962,Wildfire,Chile,-35.44436723142887,-67.75748236202993,2023-04-05,9,41954.175538148906,9283535.454218255,56.76598779335559,Yes,1.0,True
6178,Wildfire,Chile,-36.80564432148928,-73.95498805376702,2024-06-28,9,52530.523113410054,4487574.541275732,27.630524529238986,Yes,0.6,True
17987,Hurricane,Chile,-35.267329825734016,-71.65795416661093,2023-03-27,9,36706.8286548912,8661688.2703391,26.66807252054789,Yes,1.0,True
9934,Hurricane,Chile,-35.16231324144655,-69.00850984505368,2023-12-09,9,44928.822130662185,7595895.227232961,56.189226870326955,No,4.011248695043759,True
17006,Hurricane,Chile,-31.631317833998747,-73.19579961647798,2025-04-26,8,32329.79985194068,5692671.059942031,58.08252535986773,Yes,0.82,True
11495,Hurricane,Chile,-36.18270961636343,-71.23304415163264,2024-06-01,7,16281.931824021776,872131.0672278311,53.41860440759185,No,0.81,True
8156,Hurricane,Chile,-33.405197453432066,-70.89303902790378,2024-09-29,7,26558.83909432196,3527576.302189462,19.66763415917641,Yes,1.8025838747264356,True
3303,Hurricane,Chile,-33.41470000981611,-72.99247590948386,2025-09-05,10,36965.30021576398,3273814.705149898,7.892521594910488,No,0.81,True
14012,Hurricane,Chile,-36.17232217717747,-72.81136089023582,2025-05-27,8,60923.81109709833,4725426.245011201,8.06716934033298,No,0.54,True
16202,Hurricane,Chile,-35.84636565141411,-68.72482689703094,2023-03-04,8,40053.47707894245,2594380.693142577,70.2194597555651,No,4.997483079852081,True
4146,Hurricane,Chile,-40.60922598973262,-69.89825804066197,2023-03-05,9,48709.93551160125,9269974.991351817,55.96362868101133,Yes,2.782043280174214,True
8808,Hurricane,Chile,-31.61479264701424,-72.30879909278387,2023-05-11,7,45438.61932779904,10465736.25045996,29.12018004083244,No,1.0256767641081594,True
649,Hurricane,Chile,-32.450222727754145,-69.75084482100942,2024-05-12,8,30785.744265795267,5431462.665245777,36.989321013979094,Yes,0.92,True
7235,Hurricane,Chile,-37.14511068740162,-74.77076920432357,2023-04-30,7,29173.849040708494,3775213.166848753,65.45365481576523,Yes,0.39,True
16361,Hurricane,Chile,-34.11368556921013,-71.34602986240643,2024-09-28,8,38285.21623340142,10754880.033601515,3.527792298714289,Yes,0.0478850809066077,True
11923,Hurricane,Chile,-41.1948536913836,-70.65718873554414,2025-11-30,9,50285.73853684281,11937069.040179951,43.45415801262116,No,5.672564734812388,True
18709,Hurricane,Chile,-36.091664623768224,-70.18300233697298,2023-11-23,9,37333.24126398513,10356342.50396304,23.676236437270937,Yes,0.68,True
4888,Hurricane,Chile,-36.53640081226652,-70.4424969656297,2024-07-29,7,47239.431196282974,6245944.719881725,22.892789902715958,Yes,0.48,True
8646,Hurricane,Chile,-32.622284474549616,-70.39706083975462,2023-04-07,8,45296.666844301384,4354021.566163548,47.21362904045882,Yes,1.0,True
8514,Hurricane,Chile,-34.164525161199094,-72.4098702066742,2025-09-18,7,40227.85071693819,5127731.904877113,3.8399674809141806,Yes,0.7469941728743907,True
7756,Hurricane,Chile,-36.25016402532419,-67.75572862961147,2024-07-14,7,17978.58140898816,4275645.57455564,9.087006533137947,No,1.2477447852279888,True
15175,Hurricane,Chile,-35.35451164657486,-71.13074120269182,2024-05-05,10,58002.96855459803,10256900.610570239,44.73578443484957,Yes,0.9,True
18258,Hurricane,Chile,-37.00693701159389,-73.96116006749305,2023-11-19,9,39848.693223889284,5755373.298373245,10.227416641424544,No,0.11124848240983432,True
19559,Hurricane,Chile,-33.92856545962707,-72.78163753377774,2023-08-03,10,62780.422179847665,6026588.059125757,2.5723849632847307,Yes,0.97,True
14893,Hurricane,Chile,-37.48696099037285,-71.14930682247797,2025-11-09,8,39003.71247613533,11934713.692566358,20.77015029233723,No,0.88,True
12270,Hurricane,Chile,-31.541986173652223,-72.24180073529465,2025-08-11,9,50892.76684492805,8904886.125708114,69.42093375448259,Yes,0.08019484340217053,True
7472,Hurricane,Chile,-38.03335422688957,-70.40222486505829,2022-12-20,7,26836.749432513658,5664540.0447908,41.639440790815144,No,4.670512868456587,True
16927,Hurricane,Chile,-36.127437165528974,-72.89978177411248,2024-10-26,9,56296.39489760072,10400866.986925783,70.95395007546868,Yes,1.175420149276979,True
9485,Hurricane,Chile,-37.947680267128895,-69.88645539852364,2025-01-08,9,47989.41939456687,11189371.50329082,28.420327649215523,Yes,0.2646443099915916,True
4721,Hurricane,Chile,-35.343111644565106,-71.20374072295974,2023-09-30,10,46969.46003713747,4220938.666063336,52.06905747344877,Yes,0.7591219982957229,True
1451,Hurricane,Chile,-41.58274697080125,-72.589208613769,2024-01-01,7,35806.250785017226,8473724.856168095,41.842727709115685,Yes,3.4022893075748146,True
19687,Hurricane,Chile,-35.91309087706202,-70.75050214725148,2023-11-05,10,43504.544748894004,8219115.771920687,24.075585596973383,Yes,3.8161183889643824,True
2928,Hurricane,Chile,-36.65754842211063,-74.10862811859118,2024-07-21,10,49019.50080688982,9021435.760226736,38.572015543062754,Yes,4.203879023602274,True
9281,Hurricane,Chile,-37.19249754062172,-69.53761123647844,2023-10-24,10,46842.08879933698,4003008.78488168,37.44762588697855,Yes,3.2540423834503907,True
7220,Hurricane,Chile,-32.75735047594377,-67.38067530370432,2024-09-10,9,37435.335018411126,8520776.868698006,54.16117544161156,Yes,0.78,True
19747,Hurricane,Chile,-37.50308976264631,-74.02952670576686,2024-03-04,7,32534.373034910335,7683847.201957607,31.621781507574084,Yes,0.20182474729505614,True
18945,Hurricane,Chile,-37.53955262240629,-72.4146335374605,2025-02-07,10,52819.74206454628,5924740.297065591,72.83181141793983,Yes,0.79,True
5184,Hurricane,Chile,-33.46558723657985,-72.26911794000874,2025-12-06,8,44724.618241760116,6397748.372564879,21.461210362068915,Yes,1.5879274469804758,True
19686,Hurricane,Chile,-36.34286943910648,-71.2886454886549,2025-06-09,9,26072.767354924777,5541322.963792371,65.14333419699776,Yes,0.77,True
8726,Hurricane,Chile,-34.90244873090494,-68.01416560525809,2024-06-21,10,52790.04523399772,15191312.812470404,29.073007861738517,Yes,2.3746469152870553,True
14209,Hurricane,Chile,-35.2835178080696,-71.04365427965455,2024-05-10,7,18986.669320296576,4823009.31265491,6.5696496694253215,Yes,2.429810192511294,True
14102,Hurricane,Chile,-36.28185959026223,-67.86297222378674,2023-09-04,8,52714.45661820599,10033647.092717271,8.117536545498357,No,4.707226884177659,True
16080,Hurricane,Chile,-36.61499282247063,-73.83261919466042,2024-12-26,7,41232.21837838424,3485028.115242864,26.944340097662213,Yes,7.165101725935653,True
11957,Hurricane,Chile,-35.032103981578814,-72.83139698296425,2024-07-05,10,52703.68088014983,6002975.115508845,62.64772897059503,No,3.6858619807017865,True
6108,Hurricane,Chile,-35.56813117560802,-69.01063012901427,2023-06-20,7,31854.967301529898,2922626.9987788512,41.26726319780094,Yes,0.65,True
883,Hurricane,Chile,-33.257079602198004,-66.53210218928622,2023-09-21,9,40438.0532804438,7581255.058176614,53.65371129874071,Yes,3.142752537696702,True
5833,Hurricane,Chile,-35.859008948932164,-73.2372256244965,2025-12-05,7,17680.79330148818,2590569.964231375,20.511616432537014,Yes,6.579226437195734,True
5789,Hurricane,Chile,-36.451813342047046,-67.27616584797248,2024-07-27,9,47847.494523775094,8904752.878864765,15.488794753318135,Yes,1.5135128959240896,True
8048,Hurricane,Chile,-34.39257438960111,-72.22737169497263,2024-02-23,10,49220.123928219364,12453151.010544598,37.290296099704754,Yes,3.7509415330362095,True
19097,Hurricane,Chile,-36.53686321326622,-72.21427828933496,2025-11-11,9,42186.02438958059,7033153.381330813,50.26113678049145,Yes,0.56,True
5752,Hurricane,Chile,-35.70508544105269,-75.90154014520802,2024-05-25,10,48154.771958398924,7098032.855058034,10.091136461914001,Yes,1.279314199502815,True
18134,Hurricane,Chile,-37.47705134214022,-75.26453275335855,2023-09-02,8,53221.381634585654,6329066.060839143,60.0936375369615,Yes,3.0024567170271323,True
1922,Hurricane,Chile,-34.472027962972795,-72.7235957703432,2024-09-18,8,34138.53781098488,7609940.63830409,4.279814304292068,Yes,0.42,True
9958,Hurricane,Chile,-35.08207339207065,-70.98776751185879,2024-11-12,8,41785.65246608366,2462847.863714962,50.45620157145368,Yes,0.48,True
15869,Landslide,Chile,-36.30082746565939,-68.66690651792808,2024-10-28,7,25860.672343595976,3306500.2474665074,54.844094356974146,Yes,4.064820821400437,True
13745,Landslide,Chile,-33.70990072028487,-71.34408216455098,2024-11-04,7,38225.174051459224,4908350.394008593,28.842761436929845,Yes,3.966784192352205,True
5768,Landslide,Chile,-38.20698615365129,-71.80279814939439,2025-07-18,10,58505.492104613484,8571694.64217817,10.961795018096627,Yes,4.165406511253037,True
11970,Landslide,Chile,-35.33608451832862,-71.1753014690529,2024-10-02,9,60437.20867883977,14313932.707338575,24.799887209259374,Yes,2.1544086799203788,True
5060,Landslide,Chile,-33.31966897297558,-71.39730986310259,2025-01-20,9,50137.06200663442,8686355.255080543,20.44175911214658,Yes,1.0,True
3494,Landslide,Chile,-37.259715332118994,-71.9869040965189,2025-02-08,9,46549.52776653717,4894041.32121101,44.929229278621165,Yes,0.8317128793775518,True
648,Landslide,Chile,-34.74158959032284,-69.96296918204365,2024-02-03,9,31424.384394694072,5031626.798755823,26.414923279394596,Yes,2.032950295652169,True
11902,Landslide,Chile,-34.669022805876374,-75.8500707695153,2024-06-23,10,49723.30783998712,13240003.87349482,42.8677962979385,Yes,3.2494355568823927,True
14054,Landslide,Chile,-35.225164069994065,-71.35634833084433,2024-12-09,9,37636.36154821263,3368511.1370736063,6.541089562943406,No,1.644377161853048,True
19389,Landslide,Chile,-33.03544160624519,-70.04764900738327,2023-09-24,7,46394.16145804526,10587738.904538993,18.849700227741383,No,0.8757499288785413,True
12197,Landslide,Chile,-37.27935453991439,-70.40195861414851,2023-01-04,9,58174.41684608228,3709515.244697626,25.135051761425427,No,0.2032644736392175,True
4003,Landslide,Chile,-35.21224742033062,-72.61367030469239,2025-10-24,10,31598.99866047009,6183466.847437975,17.620511105171808,No,1.5331741596959485,True
18679,Landslide,Chile,-31.073847918886955,-69.14172345182298,2023-05-30,10,68828.54635208526,6969912.21901667,21.664192656124637,No,0.17718057917709285,True
4915,Landslide,Chile,-36.21591757415598,-73.88643017860537,2025-01-04,8,34079.96624378928,10363352.465057598,21.326686436701245,Yes,6.246599482852204,True
10374,Landslide,Chile,-33.13841334760821,-72.34853745765444,2024-02-06,7,23420.542655140565,2543177.7809045087,68.05576353092285,Yes,3.164554458141111,True
7045,Landslide,Chile,-36.46974974330841,-71.84916835068582,2023-07-26,9,34063.058656828674,5708472.709011003,1.4089601512117134,Yes,0.71,True
10506,Landslide,Chile,-37.1605771720025,-72.53348521762423,2023-06-24,8,55290.070885907895,9634580.996667255,21.676647995325958,Yes,0.5,True
15662,Landslide,Chile,-39.25049939608868,-72.94477295460281,2023-01-31,9,41874.66855809019,2554324.8553367825,48.53757169486423,Yes,0.55,True
19322,Landslide,Chile,-39.77788541658389,-69.5469857638318,2023-08-10,10,37111.71041560106,4949189.242508755,40.38812294251444,Yes,0.76,True
16417,Landslide,Chile,-35.479592875560144,-70.30391514209066,2024-05-23,8,44431.40258108356,2858398.679169748,22.95072192948785,Yes,4.042800963909722,True
1310,Landslide,Chile,-35.772652529001235,-74.03578699707833,2023-02-07,9,37279.62836580979,9924645.813103538,7.897320979830111,Yes,4.330208188510529,True
16403,Landslide,Chile,-34.80587140547576,-75.50430195848342,2023-02-17,10,47776.11984557756,15081117.537688464,37.68436171799947,Yes,0.66,True
943,Landslide,Chile,-39.74210133998101,-69.73212326509045,2025-07-25,7,5503.8893352083105,543976.265593392,43.93026784275307,Yes,6.2417385391209645,True
8734,Landslide,Chile,-37.193817402892144,-71.05365674222574,2023-06-05,8,37693.78202044,6378927.464800493,10.41361102893444,Yes,2.975573110840785,True
686,Landslide,Chile,-31.779559842127505,-72.03582415820891,2025-01-04,9,51206.11140624659,6926412.908164165,11.777195963883704,No,3.1653017675834665,True
15233,Landslide,Chile,-36.73800919823754,-75.22212664640281,2023-04-28,6,55687.52483479115,14678165.866769802,39.791416433186825,No,4.8272635463115225,True
1379,Landslide,Chile,-37.633054183536856,-73.55812296743784,2023-02-16,7,57720.43209174452,12032439.862568932,64.03934593890725,Yes,0.68,True
15658,Landslide,Chile,-38.153160124444135,-73.04237060535853,2024-04-04,9,49156.632987497935,6328825.606299413,16.00008038452495,Yes,0.8994176164532794,True
7208,Landslide,Chile,-36.03045340641691,-73.00910516065068,2023-08-22,9,49819.64700981279,5184664.650088463,19.44448383385248,Yes,0.002402337676374433,True
17875,Landslide,Chile,-34.20797881009652,-71.79342899046733,2025-05-06,7,38446.94449685932,5282838.755699491,11.283438600759059,No,0.5,True
7336,Landslide,Chile,-35.36062326947864,-71.16858506321081,2024-06-12,8,36697.951925631314,10379716.47173152,63.618394016314355,Yes,2.213986947206502,True
9242,Landslide,Chile,-34.09869154997526,-71.01110809864421,2025-04-23,8,44637.99978034903,11587473.889542224,63.24062756111241,No,4.32765184777426,True
16069,Landslide,Chile,-33.31990595730359,-70.27976025598622,2023-07-22,7,44901.854268170995,2722174.254138188,53.04861506919483,Yes,0.79,True
17239,Landslide,Chile,-34.7058419467413,-73.0365804840991,2024-02-09,7,47329.0094522397,8928529.291450411,46.52293793752111,Yes,7.265248624113619,True
18625,Landslide,Chile,-33.35028709935955,-74.2239673881462,2024-07-09,7,40606.25710783731,5436053.492969714,54.75597918555908,No,1.0341420289039742,True
656,Landslide,Chile,-38.432018212424445,-70.08231163889647,2024-07-25,7,38888.9273621446,3754403.524608364,60.68377378241685,Yes,0.66,True
4553,Landslide,Chile,-41.49572688633954,-71.54042077110633,2025-09-08,9,51123.946327046346,13321831.978146095,33.94759145122972,No,0.53,True
1137,Landslide,Chile,-35.07883320558155,-71.17836723953262,2024-02-20,10,51459.38312454932,12536574.904301979,58.21109258007174,Yes,0.94,True
5540,Landslide,Chile,-36.19039875497718,-70.30530413816132,2023-02-07,10,48728.77624516619,11255004.015841726,52.20472188847431,No,3.240153985628656,True
12282,Landslide,Chile,-36.16326569700377,-70.98171380846348,2025-04-05,10,53168.171466923304,5533221.02000702,15.381794900723985,No,2.5453055208457296,True
13916,Landslide,Chile,-35.635858500281024,-71.82191570911051,2024-05-05,8,34206.29790738302,6393917.658696264,17.467006623688132,No,5.735264585997571,True
16909,Landslide,Chile,-37.47076593176428,-69.32084516034836,2023-08-12,10,51621.4620855014,13138555.364075754,70.75120916015014,Yes,0.9,True
4372,Landslide,Chile,-39.16138322341053,-73.77309914805684,2023-12-09,10,53390.14865458275,7956396.873085643,68.24111774452678,No,0.83,True
8602,Landslide,Chile,-34.787257218617256,-75.500573793529,2023-11-16,8,42833.60001175859,11290088.882187244,31.46983198528503,No,0.1764169132209309,True
9527,Landslide,Chile,-36.66122188403627,-71.35530425598567,2025-03-02,9,33257.9501845779,2223968.9353744523,64.80429757160606,No,4.8788882334383965,True
14694,Landslide,Chile,-34.814514927509656,-72.39791076858786,2024-11-11,10,32574.593873813345,7774674.968069218,31.005831286920554,Yes,1.699151270860449,True
5847,Landslide,Chile,-36.83543117354582,-71.33477786863136,2024-08-26,8,52800.38562499636,8302442.454602055,65.16593031295362,Yes,2.3807216322526212,True
6896,Landslide,Chile,-37.42726105133916,-69.95252579268617,2023-10-21,10,41492.70072175345,6378451.135754119,55.09812557911281,Yes,0.40195174038714554,True
17767,Landslide,Chile,-30.929486185003327,-71.64678013244136,2023-11-10,9,51131.85971860236,12966262.751227278,42.52686008294462,Yes,3.361292436673409,True
1540,Landslide,Chile,-34.09992305327776,-70.70034586096881,2025-11-08,9,42103.14366053699,7422197.711273101,53.757154725067856,Yes,0.71,True
2809,Landslide,Chile,-37.14459175490783,-72.12491372868092,2023-12-16,9,48337.163423680075,6991558.60830719,35.74899876494868,No,0.64,True
18470,Landslide,Chile,-36.72114085568436,-70.68141340290421,2025-02-10,10,55260.77120168914,15677928.403219245,21.006887528823267,Yes,0.76,True
19040,Landslide,Chile,-34.65074072445791,-71.94969269548393,2025-07-05,7,30911.894400010184,4240524.609787968,33.58080963811649,Yes,1.0,True
19015,Landslide,Chile,-34.1394195937652,-71.26325995996811,2025-06-25,9,43250.05924797463,5544540.073005058,43.221897208692404,Yes,0.79,True
12739,Landslide,Chile,-35.28704358189533,-66.70714167589284,2023-12-15,10,48836.90921021718,8907287.76665634,74.14369195921515,No,3.4047388690098583,True
12834,Landslide,Chile,-38.71272978862792,-71.70400713414897,2024-04-01,10,48306.6693616737,4578661.520572844,20.161806393875775,Yes,0.7192490087043728,True
8248,Landslide,Chile,-36.17742647969288,-72.68678453470373,2023-11-23,7,19058.715319098992,3736599.7919244105,31.496406602550003,No,0.59,True
11481,Landslide,Chile,-35.28031801111806,-71.06452997158891,2024-04-21,9,32331.70838142472,5910020.046165112,4.188791812708701,Yes,5.188394127229664,True
5259,Landslide,Chile,-34.738436561767244,-71.46217116479144,2024-05-28,10,60292.87322303615,12789630.537411863,123.92941934389731,Yes,1.0555317490532055,True
12650,Landslide,Chile,-39.13021372580784,-69.70247014704452,2025-05-29,10,48745.27020733584,12872200.01761561,56.792480645316815,No,0.64,True
13487,Landslide,Chile,-34.18007437410211,-72.72662524625134,2025-06-02,9,44344.35166464352,11159697.846068375,6.555823972579758,Yes,5.9012518726442655,True
19343,Landslide,Chile,-29.035218269678108,-71.03449715003785,2023-12-31,8,24145.738767329585,3851584.3034589104,8.42709592245671,Yes,3.3400633679558385,True
1911,Landslide,Chile,-34.628500860312926,-72.95381893364147,2024-12-05,7,24845.507562898056,3944543.426919713,53.96843439313998,Yes,1.3946062652684517,True
3349,Landslide,Chile,-34.34031369065838,-73.45730120140068,2024-10-18,7,44704.61307729468,3436468.144666682,38.53871737577116,Yes,0.45,True
7402,Landslide,Chile,-37.02619262260622,-73.87093995014966,2024-12-26,10,49303.88348108202,10613567.406238629,45.89687186282316,Yes,0.92,True
18818,Landslide,Chile,-37.92953977049984,-73.14676307770392,2025-06-16,9,40311.94459129875,4491278.794188781,43.063156629633816,Yes,6.015014865783565,True
19082,Earthquake,Chile,-35.52435550233237,-73.1214944759929,2024-03-27,9,45579.563401963824,9040264.050319029,27.560340005608523,No,0.69,True
3871,Earthquake,Chile,-34.62779886143768,-72.40917593825564,2024-04-18,9,51581.17209508194,14285971.192431971,8.188247097723426,Yes,0.85,True
13082,Earthquake,Chile,-35.3790124021362,-72.82799892517176,2023-01-02,7,33635.11647041589,5466224.909831681,21.24544124422278,Yes,5.678052612442019,True
12561,Earthquake,Chile,-32.97640670471759,-72.73315989971509,2023-07-26,8,38128.434449449735,7430989.678990044,7.72537739042232,No,2.3135909185397905,True
4086,Earthquake,Chile,-34.67093143702143,-72.47174092264858,2024-07-24,10,34626.8618776104,8523698.890508823,14.509000945301802,Yes,0.84,True
14399,Earthquake,Chile,-35.88902307363796,-71.20917390586534,2025-07-30,9,44113.1774250278,4028605.3088669935,33.264222537614586,Yes,4.901407053429806,True
2553,Earthquake,Chile,-37.84271902265412,-74.27846021857248,2025-03-23,9,29019.308966270764,2545262.1439159308,25.921000043695752,Yes,3.4240932952572836,True
1822,Earthquake,Chile,-33.96437125667989,-72.86099152198669,2023-02-27,10,54450.00017968839,12049196.412182864,60.59548703771946,No,5.58042881293077,True
11529,Earthquake,Chile,-35.76394465640324,-71.68986450952636,2023-04-25,9,27876.869810008073,5374482.037151192,75.01415629325336,Yes,0.84,True
17336,Earthquake,Chile,-38.23063602000968,-76.20978975762694,2022-12-27,9,65067.846293022936,6781280.071218527,37.717160890286976,No,0.004096008443472021,True
4547,Earthquake,Chile,-30.012991337394496,-69.56888500072588,2025-02-12,10,51729.73037427428,4359089.797566015,9.124447272425716,No,0.97,True
10197,Earthquake,Chile,-31.97352392139072,-72.31860159264131,2023-04-17,10,40128.93575743311,12337675.601142598,57.99109198869813,Yes,0.2624894298188225,True
10303,Earthquake,Chile,-36.28110339153889,-73.03106033445928,2024-10-28,8,38573.052096141204,7225221.035965829,69.82940099440924,No,0.2829465116140636,True
2745,Earthquake,Chile,-39.25921654956576,-71.30788061110053,2024-08-14,8,44454.04961728702,10334655.611725304,45.16927311222457,No,0.9,True
13120,Earthquake,Chile,-36.71770414792967,-68.49440841903558,2024-01-22,8,52671.16985865805,9467301.488220444,2.8994880428470693,No,1.0103119666424272,True
5445,Earthquake,Chile,-37.69115480709878,-72.49726076393156,2022-12-15,7,37085.943844028945,10489864.974234257,42.08303529565746,No,2.9932263316176515,True
16339,Earthquake,Chile,-37.03766969122168,-69.24014783490259,2025-07-12,9,40394.54927420126,8323906.427127955,34.458380096390165,No,0.66,True
14216,Earthquake,Chile,-35.06364581263083,-73.38662050586045,2023-03-14,9,30255.20167250029,6500789.767811172,26.671579135306818,Yes,1.0,True
4016,Earthquake,Chile,-38.343576295470285,-73.28010887668765,2023-07-13,8,32952.55820060855,9588052.733874166,45.19195962588768,Yes,0.5421561258269777,True
17501,Earthquake,Chile,-37.14951506147622,-69.13417592560859,2023-10-24,10,63040.88507231163,2939833.845755076,44.17992275535791,Yes,0.65,True
17110,Earthquake,Chile,-31.853960368788144,-72.6403376956253,2024-04-03,9,59791.898783097626,18572745.083776176,2.320888914047793,Yes,3.1636346177236927,True
11914,Earthquake,Chile,-31.83701536916087,-69.35093007116598,2023-06-17,8,31698.39440998642,4997877.200350163,4.182768518589939,No,0.94,True
5483,Earthquake,Chile,-32.85364372841351,-72.07900970633278,2025-06-11,7,37150.815897849905,6838861.368709104,44.59748529320885,Yes,7.555833359730264,True
11623,Earthquake,Chile,-38.16522029862907,-70.64536968547276,2024-02-05,7,48496.60224356777,5571981.475535349,10.696427109489278,Yes,0.69,True
3329,Earthquake,Chile,-33.86749510809878,-72.95742289139575,2023-07-30,10,43838.222148873705,8032749.540068563,16.4490922042582,Yes,4.192240888206962,True
2435,Earthquake,Chile,-34.65623022033621,-68.79052891854067,2024-03-16,9,46358.88457848698,14285342.273137083,61.05085026573893,Yes,3.269962545899781,True
1641,Earthquake,Chile,-37.005283896163576,-70.07942702721557,2024-02-05,8,53862.68352724439,3753362.876341644,35.49017695396829,Yes,0.79,True
6426,Earthquake,Chile,-33.886384777975564,-72.18262026553285,2023-05-28,8,30367.72642724498,8250411.297242612,35.939309692988154,No,0.86,True
7330,Earthquake,Chile,-33.46793613235344,-72.69002720908492,2025-06-15,9,42304.82371142405,2817433.605391259,0.8600430636198503,Yes,2.0982389448446632,True
